text,binary_label,language
RT @priscilla_rodz : MI GENTE PROXIMAMENTE VAMOS A ESTAR EMPEZANDO A VENDER TAQUILLAS PARA EL AFTER ASJ 2014 CON DE LA GHETTO . PENDIENTES …,0,es
Me la explotas cuando pierdes en beerpong 😂 #tequiero,0,es
Jugando a EXO ZOMBIES con @Chiwy8YT !! ! :D https://t.co/5Mv5i03eX1,0,es
RT @janiercolon : Welcome to my crib mamaa,0,es
"RT @ryanaarontroy_ : 24k , Sepia , Vintage https://t.co/0KGDiagzdH",0,es
RT @josetra_ : No shipping to Puerto Rico . https://t.co/tllzeCK6yT,0,es
366 oportunidades de ganar . Prepara tu victory Cha Cha . Manda Minute50 por texto a 502016 para entrar . https://t.co/UhVe3ARTyH,0,es
Este Viernes tráeme tus #jeans 7007 Nw 77 avenida 33166 a las 9am . #gspartylatino … https://t.co/u4dqL87Gfm,0,es
@adrianaaleee JAJAJAJAJAJAJAJA dont tell me you dont know 😂,0,es
"@NissaDiazArias x2 , el mio es yara not yahaira ni yarismar ni na ' de esos inventos",0,es
Quieres entrar en el mundo del Modelaje . Pendiente #ImagenModelingByLaGatita #Miami #Models #Fashion http://t.co/4LvkU3AFJQ,0,es
"RT @WorldStarFunny : "" Ay dat shit week cuh- OH SHIT "" https://t.co/xo69yfrvZb",0,es
"Ir por el desierto guiándonos con una brújula y un mapa , conducir quads por las dunas mientras se pone el sol .. . MINUCIAS . NADA ÉPICO . PSÉ .",0,es
RT @beatrizmiami : “ @carmendominicci style by @beatrizmiami y @RashelDiaZ by @AngieEstilo en #DivinasyHumanas @TVyNovelasUSA http://t.co/Ugi …,0,es
A quien se le ocurre gastar $300 un dia en plaza wtf,0,es
RT @lerar___ : Como hay gente que no se atreve a double text ?? ? Yo mando 15 corridos fácil,0,es
@GiaVq tas working ? Estoy por sanpa .,0,es
RT @marenasofia97 : Si yo uso flip flops con medias que paso ? 😒,0,es
Oficialmente juramentada como Vice Presidenta del American Medical Student Association 💪🏼,0,es
@jimnez_kevo @WORLDSTAR maybe unieron todos los scholarships que le ofrecieron de diferentes lugares ? Ahi si que no sé haha .,0,es
"I posted 9 photos on Facebook in the album "" My Work-Mi Trabajo "" http://t.co/64gzqgLQ",0,es
Mortal Kombat X | RAP PLAY - KRONNO ZOMBER ( Videoclip Oficial ) http://t.co/ENxlsv3qLD,0,es
RT @Eduardo_IRATION : Cabron porque hostia me envias algo y lo pones en tu story ?,0,es
RT @nosoyvic : diablo que spot https://t.co/HpMQfDIxI2,0,es
RT @0fee50c4e6d2405 : Cosas random af en este día,0,es
RT @chrismelberger : thinking about how planes work when ur midair https://t.co/wITqgzu2oH,0,es
"@isatpc wuuuuuut .. Con el nombre "" la chomba "" otra vez y todo ?",0,es
RT @UforiaMusica : 4 días para #LatinGRAMMY ¿ a quién quieres ver ? @eizamusica estará con @VerizonLatino y tus favoritos #EntreLaMusica http : …,0,es
Sprite las cosas como son . https://t.co/eKfASxnNXh,0,es
Me compré un traje de baño bien perro . Me sonsacaron . Pero #noragrets,0,es
RT @Christianmigue : Ultra Music Festival 2016 https://t.co/vceP5ZfAMg,0,es
"so yo una vez me compré una faldita azul y la he usado como 2 veces , el resto del tiempo la usan Gabiperex o saocopapi",0,es
RT @xmd_13 : yo wtf 😂😂😂 http://t.co/07I5Xz1wb4,0,es
RT @geelatinaa : un nene enchulao se ve tan cute,0,es
"@xam_azul ¡ Hola ! La aplicación a descargar en GOOGLE PLAYSTORE es UNIVISION DEPORTES , bajo UVIDEOS aplicación independiente de Univisión . ~ MV",0,es
Subiendo el rap de Batman Arkham Night ! .. . ✅ http://t.co/twuHDoh031,0,es
"Si una batería duradera es lo que buscas en tu smartphone , permítenos presentarte el DROID MAXX . http://t.co/ShSGY9x7RC",0,es
RT @terminalIy : Pastel dreams https://t.co/VKQXDDCEcu,0,es
La señorita Zomber @KatiaLisob y yo estuvimos ayer de rodaje ! Si puedo mañana o pasado subo Breaking Rap al canal :D https://t.co/zSzcHYJbBZ,0,es
RT @AdaFreiria : Bernie provides the best plan for Puerto Rico @LuisSepulvedaNY #StandUpForPuertoRico #UnidosConBernie https://t.co/JIVZ9CNW …,0,es
"@Jesicaa_ortiz tirando la tuya , muy bien . Bye P.S. Se que le quieres dar rt a esto . #laquesabesabe",0,es
RT @isatpc : Mañana oficialmente declaramos Seniors a la Clase 2015 y nos despedimos por última vez y no sé como sentirme sobre eso . 😌😞,0,es
Levántate desde las 6Am con mi #TEAM @edwinbau @elzol1067fm sandyc1067 @peterpamdj @elzol1067fm Muah !! http://t.co/xNZtO1PzZO,0,es
@Rubenpassive omg spaaam jajajaja gracias 😍,0,es
Quiero una galletita de subway .,0,es
RT @LaBandareality : ¿ Has estado usando el Univision Conecta app de @verizonLatino ? Download it here >> #LaBanda : http://t.co/ymAiHbHSMa htt …,0,es
"RT @andrea_nelmar : "" Amo la pizza "" "" vivo por la pizza "" "" pizza is my boyfriend "" "" pizza es lo mejor "" https://t.co/5LEUQhhxqZ",0,es
@esangiecarajo wow me leiste la mente .. . literal le acabo de decir a mi sis que quiero ir ap cine a comprar popcorn,0,es
"En este juego , el marcador puede ser diferente . Descubre quién ganó en la cancha de los tweets . #MeAgarroElGol https://t.co/sBYmhfzRyf",0,es
RT @__tanyarivas : Que muchos gastos hay en senior year 😅,0,es
#TechTrivia : ¿ Quién inventó el mouse pad ? A ) Armando Fernández B ) Jorge Lanzo C ) Víctor Celorio D ) Luis López,0,es
RT @Directi0ner22 : Por que los zombers estamos que ardemos Z4E espero que te guste @Kronnomc https://t.co/wYjUuyzP9H,0,es
""" @787NewsNetwork : No están dejando entrar clientes al Best de Caguas . Puertas están abiertas pero les dicen que vuelvan mañana . "" Uuii",0,es
RT @felocooo : Puesto pal deep conversation,0,es
"RT @PuertoRicoPUR : Follow the blue brick road to the ultimate Puerto Rican festival , Fiestas de la Calle San Sebastián Jan 15-18 , 2015 🎉 ht …",0,es
""" @claudia_bea103 : @arianaasalgado @AnibalTornes #ElSofaDeAnibal #InANutshell http://t.co/23bd6P8Wtc "" #hatersgonnahate",0,es
"Hoy directito a las 21.00 h en YouNow , babies . Tenemos que hablar de cosas .. . 😏 https://t.co/xRd6pXdXkI",0,es
"RT @vecolberg : "" But you do n't really care for music , do ya ? "" https://t.co/k1yD1twAbJ",0,es
"@javiidiaz06 Imcomple serie , nunca la termine de ver",0,es
RT @naaaahir_ : Viendo el quijote got us like http://t.co/bDbs2uTN3l,0,es
RT @isabelprl : no te voy a dar breakkkk https://t.co/tpJCfIchOY,0,es
"RT @_aimeecollazo : when u get fucked over , pues https://t.co/DAb4rkOgGp",0,es
RT @PMGA_ : mi papá grabando gymnastics = close ups mios todo el baile,0,es
“ @silvanaarias : Ahi esta el mio !! 🙊 RT @AngieEstilo : Fittings de ultim hora #billboardsregional #redcarpet http://t.co/rwyZP7mBbu ” Siii ! ;-),0,es
“ @primerahora : Regresa Hard Rock Café a San Juan http://t.co/vGVga6OlLA http://t.co/FkKuVtFKuv ” @HardRock @NEGROPR76,0,es
#elVacilondelaGatita #Quote https://t.co/d6vu4SoHMK,0,es
@mememecaigo diciendo que me invito a la playa .. . pfttt #bullshit http://t.co/OlWtZR1X3T,0,es
Mañana lunes tus entradas al Alex Sensation Miami Bash y parte de 60 Mil dólares .. . Desde las 6 am . El … http://t.co/u4kHpeD3hQ,0,es
Conviértete en el BFF de un celebrity . Vota por tu favorite star en #LaBanda con la Univision Conecta app . https://t.co/CfborqVX9e,0,es
RT @Yosoymel___ : Esta On fireeeeee 🔥🔥🔥 https://t.co/t8bzrEoiYh,0,es
Viendo vídeos de H1Z1 de @TownGamePlay para corregir mi skill de NOOB PROFESIONAL JAJAJA Que dificil es el juego plis !,0,es
RT @00735blue : Need : agua salada .,0,es
Get your outfit now ! 💜 ! Escoge tus prendas favoritas y haz tu pedido Blusa morada $20.00 #ilovesalhuaclothing ❤ ️ http://t.co/zsNXmwO5J7,0,es
RT @ponchodeanda : Listos para la final de #ElFactorX @MundoFOX preparense para un show que hará historia !! !! @nacholacriatura @jesusmiranda …,0,es
RT @pmnxv : abanicos en Puerto Rico be like http://t.co/MV1IMjd9ZS,0,es
RT @dannpp : @angieestilo @paoloragone @jacquiemarquez @MikeMecano que rico verlos hoy @JohnnieWalkerUS @hunterpr #GoldLabelReserve #mami,0,es
RT @esangiecarajo : Me molesta que haya gente en mi casa y me tenga que poner pantalones ughh #goaway,0,es
3 actuation #cesar #YSEA #talento #m úsica #nuestrosninos beatrizstylist telemundo telemundofans traje … http://t.co/ErC6CkRny6,0,es
OMG Panda Express para Walmart d Bayamon !! ! @eljolo,0,es
Un Semana larga de trabajo y otra que le sigue igual pero Feliz . Gracias a Mis wing girls @JulianaVelez y @HILDAcLUNA #stilemillateam,0,es
RT @__ktmj : -¿ Dónde estas ? -Prendí el flash buscame https://t.co/26c2Y8vvdC,0,es
El Closet de #evalongoria #Zapatos https://t.co/gMJRvvk0c8,0,es
RT @Colombia_PR : Clase de K.O http://t.co/AjSc78pjZG,0,es
"Tour de France Newsletter Template for Microsoft Word & Adobe InDesign , Download Now | http://t.co/j84kT3KPch http://t.co/LaO6qpO3hj via",0,es
"RT @_sandraaherrera : Yo no se cual es el show de txtear primero , si tengo que aclarar algo o me dieron ganas de hablarle le escribo . No se …",0,es
Chiffon long sleeve blouse 💙 💙 blusa de chiffon manga larga * NEW Un poquito más de lo nuevo .. . http://t.co/6D0EpXVMJ4,0,es
Look de viernes ! Atrevete a usar collares x afuera de la camisa que contrasten #Angieestilo http://t.co/74Xu1j0W,0,es
#elvacilondelagatita #quotes https://t.co/ascfc30idZ,0,es
Lo Nuevo de #DunkinDonuts Bacon Guacamole Flatbread .. .. #elvacilondelaGatita https://t.co/NqYPPkomY2,0,es
"RT @Valeria_denada : Mente necesito que aguantes un mes más porfa , focus .",0,es
Q diferencia hace el q uno tenga la pasión por el trabajo q hace Vs el NO tenerla . Al menos es hasta el viernes .. .,0,es
never put your time into the hands of the ungrateful . via @pinterest https://t.co/F2rbJdJgta,0,es
"EH PERO MAÑANA DOMINGO DE SNUPCHUT EH ?! Además tendremos un invitado bastante peludo , cuyo nombre empieza por E y termina por ME .. .",0,es
"I just used Shazam to discover El Africano by Wilfrido Vargas . "" Mami q será lo q quiere el @NEGROPR76 .. . "" https://t.co/mVx8fz6y5o",0,es
RT @Noriel_Danger : Ya #LaLlamadaRemix Esta Ready 🔥🔥🔥🔥🎥💦 Hablenme @brytiago @almightycfm @bryantmyers_ @darkielgram Ustedes Me Dicen https :/ …,0,es
#halloween Imagen Modeling by La Gatita https://t.co/zHAME4Ujrv,0,es
mi hobby es estokiar a la gente por Insta,0,es
Unete al #twitterafterdark https://t.co/ma3E5mYNVW,0,es
#TechTrivia : ¿ Cuándo se inventó el primer sistema de correo de voz móvil ? A ) 1981 B ) 1990 C ) 1986 D ) 1979,0,es
RT @bea3_bea : Cual es el punto del segundo semestre de Senior Year ??,0,es
Nos Fuimos ! LA Covacha djjhonnym 10730 Nw 25 Calle SweetWater .. . @elzol1067fm Llega Tempranooo http://t.co/ONsRujO3aG,0,es
"RT @Biancarajo : i 'm a great friend , me dicen para ir a un sitio y ahí estoy , los defiendo hasta el cielo , tengo una tumba por boca , pero no …",0,es
#halloween #elvacilondelagatita #meneito #mezclasenvivo https://t.co/Zo9mT1hNCP,0,es
#Elvacilondelagatita Hizo el llamado a los alcaldes para el #icebucket #ALSicebucketchallenge y ellos … http://t.co/ltwPVMVrXt,0,es
"Jurau ' que el único "" ok "" que no me molesta es el de Lucero y es porque sé que no lo dice de manera bicha , sino jaaaa",0,es
Pruébalo Nuevo de #Dunkin América se mueve con Dunkin Donuts . https://t.co/e5CJeuzbp3,0,es
"RT @Bryan_H94 : "" Mera mueve el caballo ese brother "" JAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA https://t.co/D6DMm3OY4j",0,es
Busca a el Guajiro @djcubany 67 southwest y coral way Exclusive #elvacilondelagatita https://t.co/ajKMXAPux6,0,es
La respuesta de #TechTrivia de hoy es B . El primer aparato Android salió en 2008 .,0,es
@medallaofficial #medallistafull @NEGROPR76 CrashBoat Aguadilla #playa #relax http://t.co/JXGfcGP0jr,0,es
Los famosos #molinos #mykonos #greece #vacationstyle #endofsummer @ Petasos Beach Resort & Spa http://t.co/TOCbx5cJ81,0,es
Imagen Modeling by La Gatita Regístrate http://t.co/jScmcmaN0W https://t.co/6ZWoHj5hjG,0,es
"RT @iamlumyq : "" @elzol1067fm : By @teamlagatita ⁰ #elvacilondelagatita http://t.co/DpKC6ObJzN http://t.co/Jh2U8vkOtA "" #cancerawareness #cancer …",0,es
RT @Alba_Angely : Que todo te de igual para que veas que relax vas a estar y no rompiéndote la cabeza,0,es
llegó el fin de semana y hay que vivirlo con intensidad ! #beach #tgif #weekend #allyouneedisecuador https://t.co/e0qkP3LrIx,0,es
El teca de @unnuevodia #lase ñoradeacero @acanseco @telemundo laseñoradeacero #halloween … https://t.co/oBkfc9UPLd,0,es
LA SUPER BARBACOA ! | MULTIJUGADOR | BLACK OPS 3 : https://t.co/AXp5RQBj1D vía @YouTube,0,es
RT @acolorblue : cafe terrance at night . vincent van gogh . https://t.co/qos99muUMc,0,es
#zoolander2 Practice Fashion Show #Premier #bluesteel #swag Imagen Modeling by La Gatita #Movie … https://t.co/KDwEqubv7U,0,es
- De que trabajas ? + Matando a zombies . - Pero si ni existen . + Viste a alguno ? - Nop + Porque ya los mate a todos ! http://t.co/yA9FQ6GqE3,0,es
#tbt #premiostumundo #fashionistas #stylist #fashion #moda #estilo #belleza @KikaRochaModa @CDRamirez 👗👔 http://t.co/zN1JUsH4rk,0,es
@boli690 hahahahaha pues ya me vi que no soy la única so no me afecta 😎😂,0,es
¿ Cuántos selfies al día son demasiados ? A ) Uno B ) Tres C ) ¡ Nunca se pueden tomar demasiados selfies ! http://t.co/yTUOZxlPvZ,0,es
Las personas gay me caen tan cabron .,0,es
#emilcouture @ninelconde with repostapp . ・・・ Gracias @angieestilo . Conducción univision 31 de … https://t.co/eoncvABaHM,0,es
"RT @marciaf_92 : Me despierto a esta hora , randomly .. .",0,es
Hoy lunes de vuelta a la oficina llenos de urban vibes . #killingmondays #newweek #work #newcollection #office https://t.co/fQqbxOeKCn,0,es
RT @_gabsnicole_ : necesito un roadtrip rush,0,es
Claje nap más sabroso,0,es
RT @jvnpe : My favourite hour of the day is 2 o ' clock n ' u moaning,0,es
Ya bailo casi como @justinbieber I feel you in the kokoro nigga ! 😝😝 https://t.co/cYlU7LkpS4,0,es
HGreg 8505 NW 12 calle en el Doral en su Gran Venta de Liquidación .. . https://t.co/dvFARsADCi,0,es
@pollypocketpc friends y himym la montaron duro,0,es
Oklahoma o Golden State ? 🤔,0,es
siempre se me olvida que el trolley existe,0,es
"RT @portaldemusica : "" All I Think About "" de @YellowMellowMG entra al N º 68 de #TopCanciones oficial de España https://t.co/pLyHZIggA2 https :/ …",0,es
RT @_marielmj : podemos darle skip a esta semana entera ?,0,es
RT @Xiidane : Females complain about periods cramps and pain .. . ooookk but have you ever lost in Fifa at the 90th minute ? No ok then stfu,0,es
"Zombers Sería un placer que dejarais vuestro apoyo ! Gracias ! Cod 3 | Kronno , Zarcort , Piter G y Cyclo ! https://t.co/v5mULz6W90 vía @YouTube",0,es
RT @NicRendon : I enjoy actual conversations . I hate small talk . I hate two word answers .,0,es
@AemilGiuseppe en mi caso me recibe con pizza mantecado donas de KK cupcakes 😂😂😂,0,es
Fucsia lover !! 🍧 #Salhuaclothing http://t.co/9Kt1SB6L25,0,es
""" @isatpc : "" ¡ Porque sí , porque si tú le mamas el bicho , y también te tragas lo de él , tienes el derecho de pedir lo que te de la gana ! """" dayum",0,es
Una noche Mas de #MQB #teamninel #teamwork Pelo avilahec Maquillaje efratirado y vestuario … http://t.co/RMNqR95MK3,0,es
RT @cramos____ : Mujeres be like : https://t.co/oHrTg6V0ol,0,es
RT @andyescalona : Con mi @angieestilo #conduciendo #evento #beneficencia #Techo mi #styling @angieestilo #tennis http://t.co/HbywACAKkf,0,es
#FF a mis nenas @sujeylee_sola @Jenisei @LindacSuarez #HappyFriday #WomensDay,0,es
#GanaleAlaManana #MorningWin en tú supermercado favorito @belVitaLatino #miami http://t.co/kxJ9Xd8YYu,0,es
@belardoPR ya tengo citas tho,0,es
RT @peopleenespanol : Vayan votando por las mejor y peor vestidas de los Billboard de la Música Mexicana . En People en Español decides tú .. .,0,es
* Joseando pon por to 'as partes *,0,es
RT @Ashleyjdp : Dejar que las cosas fluyan y disfrutarlas mientras duren . That 's all .,0,es
"¿ EL AMOR Y EL INTERÉS , SE FUERON AL CAMPO UN DÍA MAS PUDO EL INTERÉS QUE EL AMOR QUE LE TENIA ? #REFRAN #reflexion #LIFE",0,es
RT @AUssieYouTOO : Ya estan en #Sydney ! Welcome to #Australia @YellowMellowMG @LeoSarmed @marta_caparros https://t.co/pHA5xwa8zF,0,es
RT @GRamos07 : Yo me encajonaría bien duro si recibo un text tan psycho como éste http://t.co/g2WsjvM3Ez,0,es
RT @anothergirlLEZ : @YellowMellowMG representación de el fandom escuchándo #AllIThinkAbout https://t.co/pRCRqEhJ1k,0,es
RT @PMGA_ : s u e ñ o,0,es
SE PODRÁ REMONTAR !! | CON LUIS Y COJO | BLACK OPS 3 : https://t.co/PLHiKlZPpU vía @YouTube,0,es
RT @yuul__ : de cabeza a ver the conjuring 2 cuando salga,0,es
RT @nycoldaliz : ¿ Le damos quote y qué carajos pasó ? ¿ Quién anda poniendo reglas ? https://t.co/1wCtNrsYuf,0,es
"RT @favcupcake : 🚨 Shar pei miniatura , 3 meses . Se está dando en adopción . Interesado a darle un forever home DM 🚨 https://t.co/LDD7yf3vvf",0,es
Atun / Tuna http://t.co/TP2VRYRagR,0,es
So me pidieron ID para ver 50 Shades 😂,0,es
RT @Giraljoe : Indoor en Laguna San Jose http://t.co/rmihnO12iJ,0,es
¿ Crees que eres un experto de #TechTrivia ? Demuéstralo . ¿ Cuál fue el primer teléfono que pudo reproducir música MP3 ? #M úsica,0,es
Okay alguien tiene que desconectarme de twitter y cambiarme el password hasta mañana para no poder entrar 😬,0,es
#Repost @primerimpacto with repostapp . ・・・ #ootd de barbarabermudo con vestido @michaelkors y Zapatos … https://t.co/cRTAMv0sgT,0,es
Una mujer CHIC combina lo clásico y lo moderno #salhuaclothing • Blusa valeria azul • Falda bianka • Cinturón bow http://t.co/lixbchiCKl,0,es
"@adriboni2015 shhh , let me be . Sigue con tu depresion",0,es
"Entre las seniors graduándose y las juniors con su caravana , no puedo con la nostalgia",0,es
"@KevMotaa Dale , este weekend creo que me voy con pal de panas acampar a Vieques .",0,es
#ponteenformaconlagatita #Zumba @aroseagirl jose4sho1 #westlandmall #zumba http://t.co/PXT2Sv2yMX,0,es
Improvisando RAP mientras juego !! | Quake craft EP . 7 | Minecraft : https://t.co/AkQUShy5e4 vía @YouTube,0,es
¿ Listo para el segundo día de #LFestival ? Visítanos en el booth de Verizon . https://t.co/P9Gxp9dOa7,0,es
"RT @andreacasaanova : me pondria pa alguien , but they playing",0,es
"RT @PuertoRicoPUR : This Day in History : Puerto Rico 's El Grito de Lares , September 23 , 1868 http://t.co/jRBy9sT9xN",0,es
"Okey ya tengo a los ganadores !! !, en un ratito lo subo al canal !! y los que no os haya tocado no os desaniméis , ya os tocará !! ^^",0,es
GM #elVacilondelaGatita https://t.co/avPWiA88pC,0,es
Koko celebrando nuestro día #nationalcatday 🐱🐱🐱 #elvacilondelagatita https://t.co/TSYNjXbsTH,0,es
"RT @___carlitos : Diablo cabron , me describiste en un solo tweet . 💯 https://t.co/s0VBSVsVrx",0,es
"RT @escondobleele : People take music way too seriously . Mera , si yo quiero cantar que tengo una cuarenta con tres peines de treinta , lo voy …",0,es
"RT @CycloMusic : JAJAJAJA @PiterGmusic según el nivel de un fan en "" Little Big Planet "" .. . @ZarcortGame https://t.co/AJACvNRowy",0,es
RT @pantoja__ : bellaqueo todos los días después de la escuela para bajar el stress la haría .,0,es
#domirrique ños #Movie Trabaja duro para que el fruto se vea .. . CONGRATS @moluskein https://t.co/sgn4Ygwyvg,0,es
"RT @AleIsabel250 : @farianav -frosted cookies -soccer -dramas -misioneo -not caring for certain things - "" goldi "" -R",0,es
"@liliaescalona Yo se , mira la pic q acabo de post",0,es
#zoolander2 #ParamountPictures #Premier #fashionShow #Movie Imagen Modeling by La Gatita . https://t.co/4MFkF4uHCa,0,es
"@anogguera eres vegan , i can n't",0,es
Un héroe ciego es como un fénix consumido por el fuego hecho cenizas sin más fuerzas para resurgir de nuevo ! CIVIL WAR RAP ! 🔥🔥😍,0,es
RT @queseyomano : van a abrir un Urban Outfitters en PR & no veo a nadie llorando de la emoción mano qué les pasa ?? ?,0,es
Código Elzol y Tienes Descuento en la Pre VENTA TICKETMASTER .. . HOY HOY HOY .. . CORRE ! @sbsevents http://t.co/bWN6iHtSrO,0,es
Sunday look !! ! OPEN HOY domingo !! 📍 Urdesa circunvalación sur 723 y guayacanes . ⏱ 11:00 a 17:00 hrs https://t.co/PyaObZxQpp,0,es
"RT @_daryanasofia : tiene iniciativa , no pone excusas , creativo , hace reír , se preocupa por ti , tiene flow y escucha malianteo contigo .. htt …",0,es
Tengo un playlist de sateo en spotify y todos los días lo perfecciono más y más .,0,es
RT @mariasofia_14 : Mi motivacion para el prom es otra cosa 💥😜💃,0,es
"RT @AZUCENACIERCO : Mi selfie de hoy , gracias a mi @AngieEstilo por el look ! Estaba sabrosa hajaja si me ven de perfil .. . nombre ! http://t.co …",0,es
Con mi #reydavid #halloween party hialeahpark https://t.co/45BtJioiqb,0,es
Back to basis 🔙 !! Blusa azul $ 20.00 porque es hora de darle más color a tu clóset . Pedidos 096 8807 384 http://t.co/hHjUK3xSEX,0,es
Que mal cuerpo me deja la noticia de Christina Grimmie T_T una estrella youtuber nos deja . D.E.P,0,es
HOY EMPIEZAA GAMES OF THRONESS 🙌🏼🙌🏼🙌🏼🙌🏼🙌🏼,0,es
RT @FIFACareerGems : BENITO RAMAN @RamanBenito @KAAGent Age : 20 ST / LM Cost : £1.8 M GP : 70 > 79 Skills : 3 * WF : 3 * Real Face : No #FCG https :/ …,0,es
RT @dreamfoodz : Double Chocolate Brownies . https://t.co/baUSH9iyLC,0,es
Acción . Con Verizon tienes el poder de la red 4G LTE más grande del país . http://t.co/rFr5DViuiA,0,es
"El vlog de hoy , pequeñas tardes de viciarse a la Play : SHIPPEOS ENTRE YOUTUBERS https://t.co/NLNY4OTS5Y",0,es
RT @masuarezb22 : El nene que esté conmigo creo que va a preferir pagarme la uni en vez de alimentarme,0,es
"Atrévete y sueña con lo increíble . Como Verizon XLTE , que duplica la capacidad 4G LTE de costa a costa . http://t.co/z5HtRqSk5T",0,es
It was a wrap 5am ! #tumequemas #weplayhard #weworkhard beatrizstylist @chinoynacho #stylistduo … http://t.co/TY9fjAFEz0,0,es
RT @Winiarskichase : love talking to those people that you feel overly comfortable with and you just do n't even care what you say because no …,0,es
Twitter está tan lleno de retweets que no me interesan que ya ni me gusta entrar .,0,es
@fernanrodrigg get a life . Que tu haces viendo fotos del 2013 ?!,0,es
OKEY ZOMBERS YA ESTAMS E DIRECTOOO !! !! VAMOH A PORTARNOH MAL !! XDD https://t.co/JBLdbChuUn https://t.co/qB7cTGhZAg,0,es
#SpringBreak #elvacilondelaGatita Vamos Actívate El Nuevo Zol 106.7 fm https://t.co/D74Nujb0Q0,0,es
La gente quiere que yo venda un ovario para que yo compre un ticket al juego de National Marquette Day .,0,es
#GSPartyLatino desde el Marlins Park Pre venta histórica #elVacilondelaGatita https://t.co/pKtQpSfJzj,0,es
"Feliz del cambio , Gracias hgreg , 8505 NW 12 Calle Doral . Si vas a buscar un auto ,… https://t.co/9OtkfuPUIx",0,es
Se acabo El fin de semana !! ! Night night buenos noches #playa #beach #puertoVallarta #Mexico #wedding … http://t.co/l1qTopVEPY,0,es
Pues vosotros habéis elegido ! Intentaré hacer la de Deathpool vs Spiderman ! :),0,es
"Nuevos Cursos en Imagen Modeling by La Gatita , registrate para informacion en http://t.co/jScmcmaN0W https://t.co/v49RKuZ8j9",0,es
@djcubany estará hoy jueves en la 87 avenida NW 13 Terrace . #premios #Exclusive … https://t.co/T0O0Eyf3lF,0,es
SIMSIMI VS CLEVERBOT !! KRONNO Y ZARCORT ! LA BATÁLLA MÁS ÉPICA ! 🔥🔥|🐥 VS 🐵|🔥🔥 https://t.co/e8WSEXaudY,0,es
"RT @TheRuso43 : @Kronnomc Bro , partes la PANA MOJADA mi apoyo siempre lo tendrás aunque es un insignificante granito de arena",0,es
has Pls #PremiosTuMundo para @vanevillela @EduardoDislex,0,es
@alanessexy @jberrios_ que lies ?,0,es
"@DemoAttensity Me apena escuchar esto , seguramente yo puedo ayudarle con sus inquietudes de VERIZON WIRELESS . ¿ Qué puedo hacer por usted ? ~ MV",0,es
#TechTrivia : ¿ Cuántas personas en el mundo tienen teléfono móvil ? A . mil millones B . 4 mil millones C . 9 mil millones D . 7 mil millones,0,es
#tv #taping #myjob #mundofox #factorx #music #soon #working http://t.co/meAWPJFzgH,0,es
#ElvacilonDeLaGatita 6-11 Am Esta Vida es un Carnaval . . #morningshow #Radio http://t.co/IqEQEAP1nH,0,es
"RT @Cmgr_ : ¿ Miraron bien su short ?, cotto no solo pelio por dinero , pelio por PR y por los pacientes de cancer . #RESPECT",0,es
En honor a Prepa Week #LastYear http://t.co/oW8nsRXtau,0,es
RT @hilda_cordova3 : Skip a esta semana pls,0,es
"RT @juntadecontrol : Anyone who says "" haigan "" will be forced to go back to elementary school . #PROMESA #theguachafitaisover",0,es
"Remember , remember .. . HOY ES DOMINGO DE SNUPCHUT .",0,es
#chinoynacho @chinoynacho #redcarpet #lat ínbillboards #music #awardsshow #2014 nacholacriatura en … http://t.co/80fTwMceFZ,0,es
#pegandoelzol #teamlagatita estamos hoy en Toyota os South Florida junto con @elzol1067fm hay mucho … http://t.co/r5YXncQpwx,0,es
Sal de los trucos y disfruta de los treats en #Halloween . Vea tres aplicaciones que mantendrán a sus hijos seguros . https://t.co/NNIyRmbm9f,0,es
Así amanecimos #elvacilondelagatita a 26 días del #gspl15 #gspartylatino Good Morning . https://t.co/Kpv3sI7FSE,0,es
Zomber ! El día 31 de mayo jugaré con @rubiu5 y @G4G_Revenant y haremos la BSO del #OverwatchAllStars ESTO SE VA A DESCONTROLAAAA ! 🙈🙈🔥🔥🔥🔥,0,es
RT @SolimarNavarro : Eso es un bye no se contesta .. . https://t.co/5dJ89xP3N2,0,es
Battlefield 1 vs Infinite Warfare | Kronno Zomber | ( Prod . Tunna Beatz ) https://t.co/Ke0yDR0riD vía @YouTube,0,es
Los cravings nunca fallan,0,es
Búscalo en #dunkinDonuts #ElvacilondelaGatita https://t.co/uW9CRWTxn9,0,es
Os recuerdo que podeis votarnos 5 veces al dia con tan solo poner los hastag ! ^^ ya no os molesto mas ! 😋😋😜 Sorry !,0,es
"RT @beatrizmiami : @AngieEstilo ahora todo el mundo es stylist y sabe de moda .. . no tocan una revista , no viajan , son amigos de un par de .. .",0,es
Still shooting #chinoynachocdcover #photos chinomiranda @chinoynacho @chinoynacho with the great … http://t.co/6E4AE3kRYy,0,es
RT @rubelangelplay : @Kronnomc Pues deberían hacerlo xq yo siempre te dejo los mejores coments Te Amoo y como te dije q no dejare de agradec …,0,es
Hoy en SALHUA clothing todo ON SALE ! YA ABIERTOS hasta las 18:30 #llenandosuclosetdeamor #celebrandoamama http://t.co/OncFU2LcoR,0,es
Hoy open House desde 11:30 am Imagen Modeling by La Gatita Un concepto Innovador en el Mundo del … http://t.co/GkR1EBZQ0C,0,es
