text,binary_label,language,source,media
"El ""inocente"" movimiento feminazi",1,es,ES_misocorpus,twitter
"Bueh,eso es un punto de vista.En clases,suelo preguntarle a las feminazis si ellas conocen realmente la historia del feminismo y la mayoría ignora la suma los grandes éxitos de las mujeres a través de la historia. Ellas son feroces y hieren a los hombres sin razón. ¿Equidad,no?",1,es,ES_misocorpus,twitter
─yo banco a las mujeres femeninas no a las feminazis,1,es,ES_misocorpus,twitter
Lo peor es que caen en el juego de estás feminazis,1,es,ES_misocorpus,twitter
"' Que curioso que este ahi Gabriela Zavaleta , la misma feminazi que difamo a un hombre acusandolo de atacar a un gay y desfigurarle la cara cuando después las camaras mostraron todo lo contrario y a pesar de eso nunca se disculpo.'",1,es,ES_misocorpus,twitter
Usted tiene una Feminazi de ministra,1,es,ES_misocorpus,twitter
A las Feminazi les encantará esta bellezura! así se admira la vida! No se aborta!,1,es,ES_misocorpus,twitter
"Que fàcil es generalizar. Despuès como siempre, se contradicen criticando a las feminazis con que todos somos violadores?????????????????",1,es,ES_misocorpus,twitter
Nadie tiene la culpa de que seas una abortera enferma mental. Por qué deberíamos pagar tus drogas feminazi?,1,es,ES_misocorpus,twitter
Locas feminazis seguidoras de la venenosa de la Lorena Peña,1,es,ES_misocorpus,twitter
Ni la unión de abortistas y feminazis ni la alianza del gran capital me representan.,1,es,ES_misocorpus,twitter
"Las feminazis q hablan d vivir en un ? sin hombres, son de manual. Salen prácticamente desnudas y para que? Si les encanta llamar la atención, provocar. No jodan! Tener libertad no significa andar mostrando el traste a medio mundo, si queres respeto hacelo a vos misma.",1,es,ES_misocorpus,twitter
"Parece el discurso moral de las feminazis q salen a la calle a exigir 'igualdad' y respeto xlas mujeres, sin embargo, se ha visto en marchas q no son para nada pacíficas con las personas (agreden verbal y físicamente a todo aquel que no esté de acuerdo con su ideología absurda).",1,es,ES_misocorpus,twitter
"¿Qué paso mi Chumel?, no debes cosificar a la mujer ?. 3,2,1 comentarios feminazis",1,es,ES_misocorpus,twitter
"Perdona niña, pero ustedes no son feministas, ustedes som #FemiNazis ustedes solo se representan a ustedes, y nosotras las verdaderas feministas, somos las que no le debemos nada a ustedes #nomerepresentan #Wyznick",1,es,ES_misocorpus,twitter
' Y vasectomias por qué o si no las feminazis van a atacar a bajo el título de esclava del patriarcado',1,es,ES_misocorpus,twitter
"Que dirán las feminazis ahora, un hombre les gana en su área #MasterChefEcuador maldito patriarcado, la culpa no era de él ni como cocinaba",1,es,ES_misocorpus,twitter
Así es de gente Denise tiene tendencias feminazis de odio Alós hombres al parecer,1,es,ES_misocorpus,twitter
"Me parece una historia inventada de esas que abundan en Twitter para generar dizque conciencia, esta vez inventada por las feminazis. Los de las taquillas son rapidísimos, ni le hablan, ni miran a la gente.",1,es,ES_misocorpus,twitter
Magaly Medina también es feminazi?,1,es,ES_misocorpus,twitter
Donde esta apoyando a los gay? Y a la feminazis...claro no es Trump,1,es,ES_misocorpus,twitter
"Esta es la cavernícola que hablaba de la “niñez trans” y como hay que promoverla?? No me sorprende q apoye tal estupidez. Presidente es el ENTE q PRESIDE ignorantes, no es un sustantivo masculino feminazis atrasa pueblos",1,es,ES_misocorpus,twitter
Justamente. Es grave como para que las feminazis se pongan a jugar con eso.,1,es,ES_misocorpus,twitter
Jajajaja violacion ... típica feminazi,1,es,ES_misocorpus,twitter
"Ellas, las feminazis, son monstruos... Idiotas, mantenidas por sus padres capitalistas a muerte pero ""socialistas"" y sin escrúpulos!",1,es,ES_misocorpus,twitter
"Feminicidio,palabra que adecuaron,para desviar el verdadero razonamiento de lo que verdaderamente e un homicidio,algo que el seudosocialismo y sus feminazis,le sacan provecho",1,es,ES_misocorpus,twitter
No sabe kien es preciosa ? Si es la noticia feminazis del momento,1,es,ES_misocorpus,twitter
"¿Feminismo? No. Barbarie. Cultura feminazi; delincuentes que agreden a personas por su sexo. Violencia contra semejamtes que como toda violencia merece y debe ser condenada y castigada por ley, tenga su origen en un hombre o en una mujer. Eso es igualdad de genero.",1,es,ES_misocorpus,twitter
Ya salió alguna feminazi atacando por qué hay 5 mujeres en el piso ?,1,es,ES_misocorpus,twitter
"¿""Hitleriana feminazi""?....¡Qué bestia!",1,es,ES_misocorpus,twitter
"Y las feminazi? protestando frente a la embajada de Irán? No van, no se , pregunto.",1,es,ES_misocorpus,twitter
O sacr la silla en un restaurant? Ah pero las FEMINAZIS dirán que no somos caballeros si no lo hacemos.,1,es,ES_misocorpus,twitter
Me encanta esos ojos. ? Sorry feminazis !!,1,es,ES_misocorpus,twitter
Por lo qué se ve son puras mujeres.... #feministas #Feminazis Así piden respeto? Derechos? Faltando el respeto y violando derechos de los demás ... Bravo,1,es,ES_misocorpus,twitter
"Ah,claro, pero si un hombre hubiera tomado foto a una mujer y hubiera solicitado lo mismo ya hubieran ido a su casa a quemarla y lincharlo por acosador, pero como es una mujer normal dirán las feminazis",1,es,ES_misocorpus,twitter
"Las feminazis necesitan ayuda psiquiátrica. Así con ejemplos de la vida diaria que describen aqui se cae al piso este famoso "" acoso"". Ahora si ,el Presidente debe sacarla de Ministra por haber dado la espalda a sus subordinados y defender un hecho nada relevante de estas locas",1,es,ES_misocorpus,twitter
"Por que la niña dice ""el güebo mío""? Es una feminazi pichona? La vaina está jodida.",1,es,ES_misocorpus,twitter
"KJakkajajakajjas..xD..este JJ..verga man..ya con tu post has hecho que 5 FEMINAZIS VOMITEN verde..:""v..y se le quiten 10 años de vida..O__o...es más? Hiciste que la GNAZZO de volverá pelinegra..:v .???",1,es,ES_misocorpus,twitter
"Jajaj díle es a quien la usa y le quita sus dolores, bruta, feminazi y seguramente tu marido te saca la puta borracho.",1,es,ES_misocorpus,twitter
Jajaja los comentarios de los chistes feministas. Siempre salta una feminazi que lo hace todo más gracioso ??,1,es,ES_misocorpus,twitter
En Iran matan a las mujeres que se quitan el trapo de la cabeza. Los comunistas envenenan a las mujeres para q se hagan feminazis. Los comunistas apoyan a los iranies. Las feminazis no hacen nada x las mujeres de Iran Alguien entiende como pueden haber tantos idiotas?,1,es,ES_misocorpus,twitter
"Te quedan los zurdos y feminazis, los corruptos, los apoyadores al golpista, los que defienden el aborto asolapadamente, los perro muerteros, los que señalan errores de fiscalización a franquicias exitosas, los que permiten el pago de 540 millones a los corruptos de Odebrecht...",1,es,ES_misocorpus,twitter
"hasta cuando sr va a permitir esas agresiones si no tiene los pantalones para reprimir a esas feminazis renuncie, sr seguira en silencio,mire y escuche en chile a nuestra iglesia la estan vejando y ud no hace nada y si no puede o no quiere, renuncie",1,es,ES_misocorpus,twitter
"Lamentablemente quienes promueven el machismo son las mismas mujeres, y estoy en contra del comunismo en todas sus formas, donde tratan de adoctrinar a las personas a realizar lo que ellos quieren, entre ellas las FEMINAZI, todos deben tener libre ALBEDRIO (Así lo dice la BIBLIA)",1,es,ES_misocorpus,twitter
"Así como vamos con las feministas y feminazis, la película ""Un macho en el planeta de las mujeres"" del caballo Rojas pareciera más bien una profecía. Es que escuchandolas, nos odian y no nos necesitan, linda la igualdad. ... ya llévame Diosito.",1,es,ES_misocorpus,twitter
"No veo a progres feminazis luchando en contra del patriarcado del reggaeton. Ah pero sí en contra de de la Iglesia. Doble discurso. Mínimo ""perrean"" en las discos con su Bad Bunny ?",1,es,ES_misocorpus,twitter
"No defiendo el accionar de la policía, pero tampoco tu actitud de hembrista que busca cambiar el mundo y se cree oprimida, además de la forma en la que expresas todo eso es típico de una hembrista. No comparto ni lo que dices ni lo de la policía. Feminazi.",1,es,ES_misocorpus,twitter
"Exclamó la princesa, típico lenguaje de una petrista feminazi, como no tienen argumentos recurren a la vulgaridad, que triste que una mujer se exprese así",1,es,ES_misocorpus,twitter
"STAAAAAAAP, ESTÁN QUEMANDO EL MEME DE LAS FEMINAZI MUY RÁPIDO.",1,es,ES_misocorpus,twitter
"Les quiero decir a las FEMINAZIS que a los hombres Dios nos hizo perfectos, y de las mujeres la más perfecta de todas es mi mamá",1,es,ES_misocorpus,twitter
Así quieren las feminazis que hayan más mujeres en el congreso?,1,es,ES_misocorpus,twitter
"Esto es FEMINAZI, no FEMINISTA Háztelo mirar??‍♀️",1,es,ES_misocorpus,twitter
"Es cierto: No son feminazis las hembristas de hoy sino femicomunistas. De similar gravedad, el distintivo.",1,es,ES_misocorpus,twitter
La feminazi me bloqueó Ahora ¿Cómo le doy las gracias? ?,1,es,ES_misocorpus,twitter
"Cobardes feminazis, a pero si dicen que están en la primera línea de guerra, claro en un país que no las puede tocar, pero en un islamico dónde si existe el patriarcado allá no tienen los ovarios",1,es,ES_misocorpus,twitter
"Estoy de acuerdo con lo dicho por el sacerdote.... estás feminazis y LGTB hablan de pedofilia, cuando ellos apoyan a las organizaciones de pedofilos de eatados Unidos.... y no dicen nada sobre la NAMBLA... acá en Peru no van a prosperar....",1,es,ES_misocorpus,twitter
"Uy no! Le salió competencia a #SuirySobrino y a #DafneHuilca Otra terrorista biológica...entre feminazis abortistas renegadas de la heterosexualidad, que deforman su físico (el cerebro fundamentalmente) y taradas menstruantes que se sienten discriminadas. ??‍♂️??",1,es,ES_misocorpus,twitter
Esto se inundo de feminazis. Que miedo escribir.,1,es,ES_misocorpus,twitter
"A Asia Bibi (condenada por ejercer su derecho a profesar su fe cristiana) la defendió la iglesia, no vi a las feministas ni a los ? decir ni pío...la iglesia sí se pronuncia por las ejecuciones a los homosexuales en estos países...tampoco veo a las feminazis ni al ? hacer NADA",1,es,ES_misocorpus,twitter
Totalmente cierto y más aún cuando se convierten en feminazis como se vio en las regionales de la mano de esas disque verdes,1,es,ES_misocorpus,twitter
"Habla mal de un Comunista, una Feminazi o cualquier otro animal de la Fauna Izquierdoza, y te anularán la cuenta...!",1,es,ES_misocorpus,twitter
"Que tipo de Feminazi resentida, maneja esta cuenta ???",1,es,ES_misocorpus,twitter
"Os estáis riendo mucho con las feminazis locas del coñø y su bailecito... pero de esas 200 del vídeo, seguro que 50 acabaron en casa haciendo la cena, libre y voluntariamente y las otras 150 viven con sus padres y mamá les hizo la cena. Harto de tanta ? feminazi!!!",1,es,ES_misocorpus,twitter
La feminazi. Ojalá se queden solas. Nada de malo hay en ese chat. Viven del odio esas ratas,1,es,ES_misocorpus,twitter
Hola estúpida feminazi. Se escribe hombres. Y ya viste que la mamá y demás familiares han sido cómplices o eso no conviene a tu retórica?,1,es,ES_misocorpus,twitter
"Feminazi cegada y burra, aparte. Mira que ridiculiza a nuestros héroes Que ridiculicen a tu abuela!! Y de paso a tu papá, abuelo, hijos e hijas !!!",1,es,ES_misocorpus,twitter
"¡Baia, baia! ¡Pero que sensibles están ""todes""! En las marchas feminazis parodian a todo el que no es como ellas, hasta recuerdo una que vestida como la virgen María hizo una parodia de aborto de Jesús niño ¿Y? Nadie les dijo nada. Ahora aparece este flaco y se ponen locas...",1,es,ES_misocorpus,twitter
Y librame de las feminazi... Amén ??,1,es,ES_misocorpus,twitter
Sería un regalo estupendo ver que le arrimen un cachuchazo como ese a las feminazis que faltan el respeto a la autoridad,1,es,ES_misocorpus,twitter
"Oye tu! feminazi!!! Te has dado cuenta que eres la antítesis de lo que demandas? Solo demuestras ignorancia, brutalidad y falta total de empatía.",1,es,ES_misocorpus,twitter
Las infelices y resentidas de las feminazis quieren que a una persona se le robe su título universitario por tener humor negro. Más HDP no se consigue.,1,es,ES_misocorpus,twitter
"Esas serán las feminazis, pero esta cuenta es de sarcasmo contra el feminismo, socialismo, lenguaje inclusivo y demás hierbas actuales. Por eso el nombre Dafne Huilca, hoz y martillo, ubicación URSS y tuits. ?",1,es,ES_misocorpus,twitter
Jajajajahaja?????????Vieja de mierda SORETE inmunda vomitiva la feminazi asquerosa.,1,es,ES_misocorpus,twitter
"Lo del primer mundo les sirve a las #feminazis cuando las beneficia, pero cuando no tiran el rabo al monte.. Carecen de moral y ética por eso su tiempo al aire esta contado!...",1,es,ES_misocorpus,twitter
"?????? No se porq pero se me vino a la mente una ""Feminazi"" q en estos tiempos quiere andar formando alboroto ??‍♀️?????",1,es,ES_misocorpus,twitter
Detrás de una feminazi hay una mujer resentida. Y detrás de todas las resentidas está María Galindo.,1,es,ES_misocorpus,twitter
Nunca me ha gustado Mon Laferte. Y menos ahora que anda interactuando con La*ren. No quiero que su mala influencia feminazi le lave mas la cabeza de lo que la tiene a L.,1,es,ES_misocorpus,twitter
"Asi terminan todas las feminazis, #OJOALDATO",1,es,ES_misocorpus,twitter
O todas las feminazis son lesbianas o no culean. Heyy ya bajenle un punto al tema del odio al hombre y el patriarcado. Y si una mujer prefiere estar en su casa con sus hijos dejénla ser como le de la gana. O quienes son para decirle lo que es correcto o no? En serio se pasan.,1,es,ES_misocorpus,twitter
"Coño estas feministas o feminazis, como le dicen algunos, cada día están más locas, se van a volver peor que los machistas",1,es,ES_misocorpus,twitter
Estas son las ministras del loby trans gay aborteras feminazis etc !!! Todas cortadas con la.misma tijera COMUNISTA !!!!!,1,es,ES_misocorpus,twitter
"Una flaca feminazi, que su TL es queja absolutamente de todo, y estuvo hablando de la foca, o sea no por defenderlo a el, sino porque en general ya es un exceso.",1,es,ES_misocorpus,twitter
Como se iran a componer en la guerra... Sera que exigiran igualdad #GuerraMundial3 #Feminazis #patriacado #machoalfa #maestro_jedi #2020ConTodo,1,es,ES_misocorpus,twitter
Son unos seres malignos asesinas de mierda feminazis,1,es,ES_misocorpus,twitter
Que bueno que su mamá jugó con muñecas y no era féminazi!,1,es,ES_misocorpus,twitter
"Yo No puedo creer la cantidad de comentarios de Feminazis pidiendo la renuncia del Papa, fue una mujer la que agarro la mano del Papa un Sr. mayor y no conforme con eso lo apretaba y no lo soltaba ? Qué les pasa??? ?",1,es,ES_misocorpus,twitter
Las #Feminazis agrediendo a otras mujeres y así exigen no ser más violentadas. ?,1,es,ES_misocorpus,twitter
Por que el 99% de estas chicas activistas llamadas Feminazis son FEAS GORDAS Y DESCUIDADAS....alguna respuesta?.,1,es,ES_misocorpus,twitter
Feminazis en su máximo esplendor.,1,es,ES_misocorpus,twitter
"Hace tiempo que este gremio comunista da ASCO; en vez de preocuparse por elevar la calidad e infraestructura educativa, que está por los suelos... se preocupan por imponer esa ABOMINABLE ideología genero, por tan solo encubrir el asesinato que cometió la feminazi de Andrea.",1,es,ES_misocorpus,twitter
Creo que misoginos y feminazis comparten un odio común por las mujeres femeninas. Ambos las buscan dominar y transformarlas en autómatas que cumplen sus caprichos.,1,es,ES_misocorpus,twitter
"La banda de.Ratael, las Silvita y todo su combo de feminazis, sopas menestras y tortilleras",1,es,ES_misocorpus,twitter
Cada vez que una feminazi comunista habla de erradicar lo que habla es de volver al 36.....que lo tengan en cuenta si sus palabras se las come en el futuro el odio genera odio.....,1,es,ES_misocorpus,twitter
Las respuestas al tweet. Entre los insultos y los deseos de muerte... Solitas se retratan las feminazis,1,es,ES_misocorpus,twitter
"Qué imagen ridícula... Metiendo a las niñas en sus tontas ideas...Feminazis, salgan del hueco!",1,es,ES_misocorpus,twitter
Aquí en tuiter las mujeres son feminazis empoderarlas y todo pero en la calle andan con miedo las cerotas doble moral,1,es,ES_misocorpus,twitter
"Ay déjala nena, Es caso perdido pelear contra esas féminazis jajajaj tú sigue recibiendo flores y que ella siga amargada!",1,es,ES_misocorpus,twitter
No veo a las Feminazi reclamar por querer cambiar una mujer por una puerca camiseta ni a la prensa tarrinera llorando,1,es,ES_misocorpus,twitter
Que será de la vida de las tóxicas de las feminazis???,1,es,ES_misocorpus,twitter
"Espero que nuestra hija sea regia e inteligente, que le guste el baño, los perfumes y la buena ropa tanto como los libros y ls cultura. No pienso criar a feminazis veganas",1,es,ES_misocorpus,twitter
eres alienada o feminazi? xD,1,es,ES_misocorpus,twitter
' Ahí se convierte en la feminazi más letal del mercado boyacense.',1,es,ES_misocorpus,twitter
"Jajajajajajaja jajajajajaja también leiste el tweet de esa anormal!!! Jajajajajajaja... este quedo mejor, por lo menos es satira... El otro era de verdad!!! Las cosas de las feminazis son bestiales... jajajajaja",1,es,ES_misocorpus,twitter
Pero las feminazis la defenderán diciendo que los hombres deben respetar los vídeos jajaja Ya la traía con la otra niña pero el niño fue el logrado,1,es,ES_misocorpus,twitter
No es novedad todas las feminazis son tortillera por eso odian tanto al varón.??,1,es,ES_misocorpus,twitter
Señora feminazi calmese,1,es,ES_misocorpus,twitter
"El fanatismo en esas personas es mas fuerte que el sentido común, no me cansare de repetiré que esas féminazis no representan a las mujeres y menos utilizando este día para justificar ese estúpido fanatismo que es mas toxico que el coronavirus.",1,es,ES_misocorpus,twitter
"Ahora las feminazis le llaman ser ""objeto sexual"" a lo que nosotros sabemos es envidia. ???",1,es,ES_misocorpus,twitter
Vuelvan a estrenar Animales Fantástico y donde encontrarlos boicoteado por las feminazis seguidoras de Amber Heard.,1,es,ES_misocorpus,twitter
"' Menos mal que dijiste tierno. Porque si llegabas a insultarla o decirle feminazi, o adoctrinada, o zurda te hace un escrache con ""todes les chiques"" en donde vivis y trabajas'",1,es,ES_misocorpus,twitter
"Esa cipota es intolerante y no entiende el sarcasmo ? a mi me conoce en persona y me bloqueó por burlarme del ""y la culpa no era mía"" de las feminazi... ella es la que está soltera por amargada",1,es,ES_misocorpus,twitter
"Los Jordis están en prisión por la denúncia falsa de una mujer ,una fascista feminazi defensora de España que inventó acoso y persecución de una gente que se estaba manifestando rechazando la protección de los mossos que estaban a su disposición .Hijos de puta hay en todo genero",1,es,ES_misocorpus,twitter
"No veo a las feminazis reclamando porque el muñeco que se quema a media noche es de género masculino y no femenino, ?",1,es,ES_misocorpus,twitter
"Les colectives de todes les chiques de le defense de les dereches de les mujeres golpeades, ne ven e salir e repudier el pepe golpeader?? ? Sen unes pioles berberes ustedes, boludes !!! #Feminazis oportunistas? ? #FelizMiercoles #PapaFrancisco #PapaGolpeador #papacomunista",1,es,ES_misocorpus,twitter
Era feminista o feminazi ... Son violentas en todo .... No me sorprendería que haya más delincuentes entre ellas....,1,es,ES_misocorpus,twitter
"'Les vendría bien a unas cuantas feminazis ir al paraíso comunista, así siguen con la pintata, la destruccion de bienes publicos y privados por allá",1,es,ES_misocorpus,twitter
"Que buena noticia, las feminazis, pro-aborto y ""empoderadas"" se quedan sin representación en el Congreso... Dios hizo el milagro de cuidar a nuestros niños y adolescentes al no permitir gente que promueve ideologías aberrantes en el congreso #FueraCaviaresProgresDelPoder",1,es,ES_misocorpus,twitter
Zafando cuerpo siempre. Que novedad. Apechuguen nomas feminazis.,1,es,ES_misocorpus,twitter
No me representan locas #Feminazis #cuandoteconvienesi,1,es,ES_misocorpus,twitter
No la entendés... Claro sos feminazi,1,es,ES_misocorpus,twitter
"Esperemos que cierto grupito de feminazis como , no nos dañe la alegría de recordar viejos tiempos.",1,es,ES_misocorpus,twitter
"Yo no admiro la forma de protestar de Mon Laferte... Ni a nunguna de estas mujeres que forman parte del nuevo lobby feminazi q no tienen claro ni xq pelean ni proponen buscar apoyo o ayuda... La lucha no esta mal, lo que está mal es la manera de luchar...",1,es,ES_misocorpus,twitter
El aborto en el mundo ya mató más del equivalente a la población de china con las feminazis a la cabeza militando en beneficio de las organizaciones internacionales abortistas. Podemos decir tranquilamente q el feminismo es peor q un coronavirus o el nazismo mismo!! ?,1,es,ES_misocorpus,twitter
"Jaja! Cierto, un vacilón el doble estándar de estas vitriólicas feminazis.",1,es,ES_misocorpus,twitter
Otra feminazi más...,1,es,ES_misocorpus,twitter
"Los análisis al cual hago referencia del sr irvin, son sobre geopolitica, medio Oriente y otras cosas de especial interés, no sobre FEMINAZIS paranoicas. Gracias. Un gusto interactuar con usted. Ojo no la estoy acosando. Cuidado.! :)",1,es,ES_misocorpus,twitter
JAJAJAJAJAJAJAJAJAJAJA los onvre cayeron en tu trampa feminazi Silvia,1,es,ES_misocorpus,twitter
"Una simple jerga local, no es nada despectivo, noto un tono #Feminazi en tu Twitt..",1,es,ES_misocorpus,twitter
Guía práctica para ser feminazi ?,1,es,ES_misocorpus,twitter
El patriarcado no existe !!!! Dale rt hasta q le llegue a una féminazi! !,1,es,ES_misocorpus,twitter
"Carolina...para entender a las feminazis tendrias que hacerte el mismo brain wash que le hacen a ellas...y quedarias igualita...0 glamourous look, llena de odio y amargada...no veo sonrisas en esas mujeres.",1,es,ES_misocorpus,twitter
Me encanta paisalandia porque es homofriendly y no hay feminazis.,1,es,ES_misocorpus,twitter
"Esa me engañó por un rato. Creí que era normal, pero de repente sacó su verdadero yo feminazi e hice lo que siempre hago, ser coherente y usar la razón y eso las hace bloquearme porque no me pueden vender sus teorías.",1,es,ES_misocorpus,twitter
Si donde están las feminazis asesinas de inocentes? Escondidas como ratas seguramente,1,es,ES_misocorpus,twitter
"O sea, que como personas INTELIGENTES debemos dejar que vengan 4 estupidas sin personalidad a dañar un espacio para que sean ""escuchadas""? No mijock! de verdad que asco la gente como tu y como las feminazis! si levante arena bueno... no me interesa! razona.",1,es,ES_misocorpus,twitter
"#LoÚnico q' han,Conquistado es salir del Closet y mostrar su: -- Lesbianismo, -- Feminismo, -- FemiNAZI, -- Ser golpeadas/asesinadas x mal o falso Empoderamiento, -- Odiar al hombre ? al estilo LILITH (1ra.mujer de Adán). DIOS le dijo a la ?:"" Estarás bajo el poder dl hombre""",1,es,ES_misocorpus,twitter
Amazonas: «feminazis» de la antigua Grecia vía,1,es,ES_misocorpus,twitter
"Todo estos x los movimientos radicales de izquierda, unas tontas q denuncian a Peluchin escudándose con la cojudes de género, incluso una burra puede garantías para su vida, luego un gay hace una farsanacusacion d homfobia, una feminazi mata otra feminazi, ahora x este comentario",1,es,ES_misocorpus,twitter
"' Señor es un deber ciudadano dejar a todas ésas feminazis allà en Varadero, que gocen el pago de sus servicios por haber destruído Chile,faltaba más, cucharaditas de su propia medicina y a bailar manííí ? bien alegres con ésos ratonetes,no se olviden del video!!!'",1,es,ES_misocorpus,twitter
"' Hablo el del aborto, el feminazi, el mka petroñero vago, el mantenido, fracasado psicológicamente, emocional y físicamente, que asco de gente, cada dia mas caídos y llevados del hpta.'",1,es,ES_misocorpus,twitter
Ahí les hablan feminazis. Y sí como ven esos pañuelos verdes son sinónimo de si al aborto.,1,es,ES_misocorpus,twitter
"' ""tantos hijos no puede tener"" Alta #feminazi Pauli'",1,es,ES_misocorpus,twitter
Estupideces de anormales y feminazis,1,es,ES_misocorpus,twitter
Y ponen a la loca esquizofrenia de Greta Thunberg como símbolo de los que tienen 22 años ????,1,es,ES_misocorpus,twitter
"Greta Thunberg, le quedó chiquita. Se parecen, solo que Greta es mona de verdad. QUE PATÉTICA.",1,es,ES_misocorpus,twitter
Es como las mujer del obrero como las mujer del minero que en vez de atender a su compañero comienza es a fregar primero,1,es,ES_misocorpus,twitter
"CÁLLATE PUTA, ZORRA, BORRACHA, DROGADICTA",1,es,ES_misocorpus,twitter
"Que a tu tío Ramón y al compadre le sirvieran pechuga y muslo mientras tú tenías que chupar el pescuezo y un ala antes de ir a fregar todo, no hace a una sociedad ""machista"" por antonomasia. Sólo hay muchos antivalores, sumisión y lambucios en tu familia. Deja el drama, Celia.",1,es,ES_misocorpus,twitter
Tú a fregar.,1,es,ES_misocorpus,twitter
Anda dedícate a fregar suelos de rodillas ahora que no tienes bulto,1,es,ES_misocorpus,twitter
[26/12/19 22:29:50] Mar?: Te das cuenta [26/12/19 22:29:52] Mar?: que va a venir [26/12/19 22:29:57] Mar?:Por una pijA [26/12/19 22:30:04] Mar?: Y no por nosotras q somos sus amigas [26/12/19 22:30:10] Mar?: Es una zorra [26/12/19 22:30:17] Mar?: Callate puta es amor,1,es,ES_misocorpus,twitter
Luciana anda a fregar los corotos,1,es,ES_misocorpus,twitter
"""el Bacardi es para nacos"" ""pinche alcohol corriente"" ""me caga"" ""solo lo tomo si estoy pedo"" Ya acepta que te mama y cállate puta",1,es,ES_misocorpus,twitter
Cállate puta jajajaja,1,es,ES_misocorpus,twitter
"Ves!! Jajaja lo que te acabo de decir jajaja, ahora la mandas a fregar y se indigna",1,es,ES_misocorpus,twitter
Callate puta loca,1,es,ES_misocorpus,twitter
"Cállate puta asesina, el único presidente de Bolivia es Evo no tu, ridula",1,es,ES_misocorpus,twitter
"OTRO PODEMITA PANIAGUADO, PONTE A FREGAR, MAMARRACHO.",1,es,ES_misocorpus,twitter
SIEMPRE GENIAL BOLSONARO..!!! JA..JA..!!! CLARO QUE ES UNA MOCOSA Y CON UNA CARA DE ODIO QUE NO SE AGUANTA..!!!,1,es,ES_misocorpus,twitter
"GRETA ZUMBE, DILE AL QUE TE PAGA = ""SOROS"" QUE ME CAGO EN TODA SU PUTA MADRE, PERO VAMOS LLENA DE MIERDA DE CUERPO ENTERO",1,es,ES_misocorpus,twitter
Greta es una estupida útil por los izquierdozos y verdosos....,1,es,ES_misocorpus,twitter
"En lo único en el que estoy de acuerdo con Donald Trampas, es la manera tan épica que se burla de la loca esa la Greta Thunberg...",1,es,ES_misocorpus,twitter
Callate puta ahora escucho música en italiano,1,es,ES_misocorpus,twitter
"Pues que el bizarro de su padre haga una consulta ciudadana, si se ponen pedos o se van a fregar a su progenitora todos los de la 4ta",1,es,ES_misocorpus,twitter
Cállate puta.,1,es,ES_misocorpus,twitter
"raperos favoritos, los mejores raperos no lloran después de un enfrentamiento le echan el doble de huevos y tiempo de entrenamiento, ahora cállate puta y aplícate el cuento",1,es,ES_misocorpus,twitter
"Cuatro gatas panza arriba dando por culo, iros a fregar gandulas que seguro tenéis la casa llena de mierda... vagas que sois muy vagas",1,es,ES_misocorpus,twitter
"De verdad voy a bloquear a esta nena porque cada vez que abre la boca es una su normalidad superior a la anterior. Y como su opinión no es relevante, a fregar.",1,es,ES_misocorpus,twitter
Cállate puta yo no soy como vos,1,es,ES_misocorpus,twitter
Ese hombre merece un premio y no la puta Greta,1,es,ES_misocorpus,twitter
"Se imaginan que todas las mujeres y también hombres, que recibieran un piropo enviándolo por tweeter? Y alarmándose por esto? Vieja Boba! Ella debe ser de las que dejan en casa para no llevarla a reuniones, la embarraría! A lo Greta! es que ofende de lo boba!",1,es,ES_misocorpus,twitter
Feminazis y asambleístas ecuatorianos,1,es,ES_misocorpus,twitter
¿Dónde cojones se meten los del timo climático cuando se les necesita? En Barna están quemando plásticos como para que le dé un ictus a Greta Majareta.,1,es,ES_misocorpus,twitter
Greta se parece a esa loca chiwmosa que siempre esta de mal humor que vive en cada calle,1,es,ES_misocorpus,twitter
Muy buen artículo y que razón tiene hasta el gorro de la histérica Vina-greta,1,es,ES_misocorpus,twitter
Pues yo me he comprado 50 cápsulas de hoy. Que venga a por mí la Greta Majareta ?,1,es,ES_misocorpus,twitter
"ya entendemos por qué tu llamas imbécil el presidente de los Estados Unidos , y porque tu indignación cuando Trump le dice mocosa a GRETA, ? la niña BOBA manipulada por los liberales y la izquierda. ??",1,es,ES_misocorpus,twitter
Callate puta imbécil. Seguro que en tu pueblo de mierda no hay ni un triste bar.,1,es,ES_misocorpus,twitter
"Pero se propone legalizar el aborto, no legalizar las violaciones y femicidios Amalia dejá el porro",1,es,ES_misocorpus,twitter
Greta eres una puta panoli te marean para todos lados,1,es,ES_misocorpus,twitter
JJAJAJAJAJAJAJAJAJAJAJJA CALLATE PUTA,1,es,ES_misocorpus,twitter
Todo esto va al informativo dice... Anda a fregar mugrienta.,1,es,ES_misocorpus,twitter
"Pues venga, a cocinar y a fregar. Y no te pintes tanto ni sonrías en las fotos, que pareces una... (Este lenguaje imagino que te gusta... no?).",1,es,ES_misocorpus,twitter
MUJER | Un caso de cara dura machuna de tantos es el futbol ... !es que las mujeres no juegan tan bien al futbol que los hombres! Dicen LOS CERDOS ... !claro que si guapis! Mientras a las señoras se les mandaba a fregar a los señores se les mandaba a pegar patadas al balon ??,1,es,ES_misocorpus,twitter
Cállate puta ?,1,es,ES_misocorpus,twitter
“a fregar puta” era más corto.,1,es,ES_misocorpus,twitter
